Customer ID,Customer Name,Age Group,Gender,Region,Product Category,Sales Amount,Profit,Purchase Date,Discount (%),Payment Method,Customer Loyalty Level,Customer Satisfaction Score
461,Anna Alvarado,18-25,Other,Asia,Books,1608.72,146.53,15-12-2024,7.78,Digital Wallet,Bronze,4.9
462,Erica Smith,60+,Male,Europe,Books,306.42,360.89,09-07-2024,1.15,Cash,Gold,5
463,Christopher Rogers,26-35,Female,Asia,Toys,979.97,1285.16,06-06-2024,14.28,Debit Card,Platinum,1.6
464,Laura Adams,36-45,Other,Australia,Sports,713.4,492.13,08-12-2024,20.69,Credit Card,Gold,4
465,Vicki Miller,18-25,Other,Africa,Toys,2697.58,1381.59,16-12-2024,18.54,Debit Card,Bronze,2.9
466,Brianna Lewis,60+,Male,Australia,Sports,1447.12,447.55,27-09-2024,15.51,Cash,Silver,1.9
467,Kathryn Martinez,60+,Female,North America,Toys,1064.68,1008.73,02-12-2024,22.9,Cash,Bronze,3.8
468,Alexis English,26-35,Male,North America,Furniture,4351.01,385.54,27-03-2024,13.85,Debit Card,Platinum,2.5
469,Brian Dixon,60+,Male,Australia,Furniture,3611.37,1406.35,20-06-2024,18.41,Cash,Bronze,2.3
470,Timothy Griffin,26-35,Female,Australia,Clothing,1781.96,1340.39,24-02-2024,29.69,Bank Transfer,Silver,1.5
471,Cheryl Silva,26-35,Female,Africa,Groceries,1755.28,279.8,24-11-2024,1.53,Bank Transfer,Platinum,3.1
472,Lauren Berger,46-60,Male,Europe,Furniture,1514.71,738.03,01-03-2024,20.05,Digital Wallet,Bronze,3.1
473,Robert Johnson,18-25,Other,Africa,Groceries,4914.1,626.57,29-01-2024,19.67,Credit Card,Bronze,2.5
474,Chelsea Stewart,18-25,Other,Australia,Electronics,1029.36,1447.03,12-09-2024,13.48,Credit Card,Platinum,1.4
475,Cynthia Cameron,60+,Female,Asia,Sports,4081.36,973.1,30-11-2024,20.74,Credit Card,Platinum,1.4
476,Karla Haynes,46-60,Female,Asia,Toys,168.92,483.65,22-03-2024,2.19,Digital Wallet,Bronze,4.6
477,David Sanchez,36-45,Other,Australia,Electronics,120.22,269.45,12-05-2024,11.02,Bank Transfer,Platinum,2.1
478,Angela Hickman,18-25,Other,Asia,Sports,1531.39,914.26,18-06-2024,0.84,Cash,Gold,3.3
479,Ernest Flores,26-35,Female,Australia,Furniture,1478.56,643.99,04-05-2024,16.11,Debit Card,Platinum,3.7
480,Melanie Cross,36-45,Male,Africa,Toys,2968.98,1335.36,01-04-2024,15.08,Credit Card,Platinum,3.9
481,Kristen Russo,60+,Female,Africa,Furniture,4800.03,969.95,30-04-2024,2.75,Digital Wallet,Gold,4.8
482,Mr. Brian Nielsen,60+,Female,Africa,Electronics,1662.44,952.8,25-07-2024,13.97,Bank Transfer,Platinum,3.7
483,Wayne Nguyen,60+,Male,Asia,Clothing,3000.69,321.37,09-09-2024,16.78,Debit Card,Bronze,1
484,Brandon Hampton,26-35,Other,Australia,Groceries,4486.42,413.54,12-01-2024,6.48,Digital Wallet,Gold,3
485,Becky Gardner,60+,Female,Africa,Furniture,2979.31,858.91,24-08-2024,27.26,Credit Card,Platinum,4.4
486,Brian Boyer,60+,Other,Australia,Toys,3185.61,521.05,04-02-2024,2.06,Cash,Bronze,3.2
487,Rebecca Campos,46-60,Female,North America,Toys,2005.8,974.85,03-07-2024,19.18,Debit Card,Silver,4.6
488,Monique House,18-25,Male,North America,Furniture,4326.32,515.03,28-03-2024,9.76,Debit Card,Gold,4.4
489,Jeremiah Estrada,60+,Female,Africa,Books,1883.93,952.17,05-09-2024,9.71,Digital Wallet,Gold,4.8
490,Richard Keller,26-35,Female,Europe,Sports,1658.68,865.04,15-09-2024,11.49,Bank Transfer,Platinum,2.9
491,Christina Castro,36-45,Female,Australia,Electronics,3482.36,112.21,11-08-2024,5.78,Credit Card,Silver,1.3
492,Reginald Rollins,18-25,Male,Africa,Groceries,313.39,859.83,12-09-2024,29.22,Bank Transfer,Silver,4.8
493,Kristopher King,18-25,Male,Australia,Books,3679.35,853.64,07-10-2024,23.56,Cash,Platinum,4
494,Michael Clark,18-25,Other,Europe,Books,3787.61,1259.17,27-10-2024,28.88,Debit Card,Platinum,3.1
495,Emily Ortiz,26-35,Other,Africa,Clothing,2837.99,388.93,31-07-2024,25.84,Cash,Gold,2.7
496,Danielle Smith,26-35,Female,Asia,Sports,2395.92,847.93,27-01-2024,17.85,Bank Transfer,Bronze,2
497,Thomas Pruitt,36-45,Other,North America,Sports,906.52,945.26,29-02-2024,18.42,Credit Card,Platinum,4.7
498,Kevin Boyer,36-45,Male,Asia,Sports,4025.05,1051.44,05-09-2024,29.24,Cash,Gold,4.2
499,Allen Yoder,26-35,Male,Australia,Clothing,4201.17,26.29,11-03-2024,12.84,Bank Transfer,Gold,2
500,Paul Smith,46-60,Other,Australia,Books,3663,353.84,09-06-2024,13.2,Digital Wallet,Silver,3.7
501,Jill Graham,26-35,Female,Africa,Toys,3100.87,961.36,14-12-2024,16.85,Credit Card,Bronze,3.4
502,Bryan Jensen,18-25,Female,Asia,Furniture,4064.39,1153.41,09-09-2024,17.38,Bank Transfer,Silver,4.9
503,Anthony Patton,26-35,Other,North America,Books,1364.05,309.8,27-07-2024,14.79,Debit Card,Bronze,4.4
504,Timothy Franklin Jr.,36-45,Male,North America,Electronics,2223.19,1365.17,04-05-2024,28.37,Debit Card,Silver,4.2
505,Benjamin Costa,60+,Other,Asia,Toys,2069.6,1482.2,10-06-2024,0.94,Bank Transfer,Platinum,4.6
506,Joshua Martin,26-35,Female,Europe,Groceries,747.46,42.4,05-08-2024,25.5,Cash,Silver,3
507,Cameron Farley III,18-25,Female,North America,Clothing,3397.54,114.7,21-08-2024,19.01,Digital Wallet,Gold,1.3
508,Patrick Johnston,60+,Other,Australia,Sports,253.46,974.27,20-11-2024,9.35,Digital Wallet,Platinum,4.9
509,Darlene Branch,18-25,Male,Europe,Sports,2642.94,283.39,08-11-2024,28.51,Digital Wallet,Bronze,1.1
510,Sheila Lee,26-35,Female,Asia,Clothing,1368.04,867.06,29-06-2024,26.85,Credit Card,Silver,3.5
511,William Sharp,46-60,Other,Asia,Sports,1101.23,930.65,09-05-2024,16.64,Credit Card,Platinum,1.6
512,Ashley Cruz,36-45,Female,Africa,Furniture,1925.36,566.21,13-09-2024,3.65,Cash,Silver,4.8
513,Jennifer Ramirez,18-25,Other,Australia,Sports,2687.72,476.68,25-11-2024,21.38,Bank Transfer,Silver,1.1
514,William Holland,36-45,Female,Australia,Sports,1784.57,1431.88,01-03-2024,8.93,Digital Wallet,Gold,4.6
515,Samantha Clarke,36-45,Male,Europe,Toys,4503.84,955.88,20-06-2024,0.25,Cash,Gold,2.1
516,Nicole Mahoney,26-35,Male,Africa,Clothing,1364.15,553.63,19-10-2024,16.49,Bank Transfer,Gold,3.2
517,Todd Diaz,60+,Other,Africa,Toys,4417.9,110.25,10-08-2024,29.69,Cash,Bronze,3.1
518,Kelly Warren,46-60,Other,Asia,Electronics,3794.11,540.85,27-01-2024,17.13,Digital Wallet,Platinum,1.6
519,Jessica Elliott,46-60,Male,North America,Electronics,2341.34,535.17,19-06-2024,10.8,Digital Wallet,Platinum,3.1
520,Leslie Macdonald,18-25,Female,Africa,Furniture,1965.69,827.81,25-07-2024,5.21,Credit Card,Silver,3.7
521,Adam Rodriguez,36-45,Male,Africa,Toys,4495.79,188.87,15-06-2024,17.45,Bank Transfer,Platinum,4.7
522,Chad Hall,26-35,Female,Australia,Groceries,444.31,293.94,04-05-2024,14.61,Debit Card,Silver,3.7
523,Amy Simmons,26-35,Female,North America,Toys,1309.42,275.65,01-04-2024,19.29,Digital Wallet,Platinum,4.1
524,Kevin Martinez,46-60,Other,Africa,Books,256.09,1204.16,08-09-2024,25.86,Digital Wallet,Platinum,2.8
525,Desiree Mccarthy,26-35,Female,Australia,Furniture,1202.28,1408.64,23-06-2024,29.42,Digital Wallet,Silver,1.2
526,Michele Andrade,18-25,Male,Africa,Electronics,1995.98,594.6,08-04-2024,3.2,Digital Wallet,Silver,2.7
527,Timothy Weaver,26-35,Female,Australia,Toys,3010.2,1130.88,03-11-2024,0.72,Debit Card,Gold,1.5
528,Shannon Wagner,60+,Female,Africa,Sports,2831.24,717.12,04-11-2024,9.25,Credit Card,Bronze,2.9
529,Monica Marshall,36-45,Other,Africa,Groceries,3474.8,564.08,20-08-2024,28.25,Digital Wallet,Platinum,1.3
530,David Gardner,46-60,Other,Africa,Groceries,4328.01,578.3,05-02-2024,20.37,Digital Wallet,Gold,1.3
531,Jean Munoz MD,36-45,Other,Europe,Toys,717.6,12.78,21-01-2024,17.98,Debit Card,Gold,2.8
532,Dr. Steven Anderson,36-45,Other,Africa,Electronics,2325.43,788.3,22-05-2024,17.93,Credit Card,Platinum,2.3
533,Kirsten Sanders,36-45,Male,Europe,Clothing,846.13,629.84,02-05-2024,1.6,Cash,Bronze,4.1
534,Melissa Rodriguez,36-45,Female,North America,Toys,531.29,275.08,25-10-2024,21.21,Bank Transfer,Gold,2.3
535,Vanessa Garcia,46-60,Female,Asia,Furniture,3144.98,1247.49,13-12-2024,17.12,Bank Transfer,Bronze,4.7
536,Cindy Martinez,60+,Female,North America,Sports,445.61,1028.67,23-08-2024,19.09,Credit Card,Bronze,2.6
537,Nicholas Thomas,26-35,Female,North America,Books,3721.98,1244.68,24-06-2024,2.13,Credit Card,Gold,1.5
538,Thomas Wilson,18-25,Female,North America,Groceries,4921.85,912.61,24-05-2024,5.9,Digital Wallet,Bronze,2.3
539,Justin Ramos,18-25,Male,Africa,Books,1271.3,827.89,10-09-2024,14.75,Digital Wallet,Bronze,3.6
540,Shelby Dennis,26-35,Male,Asia,Groceries,1436.55,135.3,29-03-2024,20.52,Digital Wallet,Bronze,1.6
541,Brian Robinson,36-45,Other,Australia,Clothing,2407.96,204.71,02-01-2024,29.49,Bank Transfer,Bronze,1.3
542,Makayla Stokes,60+,Female,Europe,Clothing,267.15,146.84,20-07-2024,9.3,Digital Wallet,Bronze,1.6
543,Stephanie Brown,36-45,Female,Africa,Books,3878.73,735.79,24-07-2024,27.65,Credit Card,Gold,2.4
544,Samantha Anderson,60+,Female,North America,Books,3252.55,9.21,18-04-2024,18.26,Digital Wallet,Gold,3.1
545,Erin Marshall,18-25,Female,Australia,Groceries,614.06,382.55,01-08-2024,12.83,Credit Card,Gold,4.4
546,Joseph Logan,36-45,Male,North America,Groceries,2372.64,1139.05,14-11-2024,4.98,Cash,Gold,2.9
547,Carlos Steele,36-45,Male,Europe,Electronics,2142.54,1407.66,21-08-2024,13.64,Debit Card,Bronze,4.5
548,Kevin Barry,18-25,Other,Africa,Clothing,601,20.6,01-09-2024,24.15,Cash,Silver,1.9
549,Dr. Joshua Larsen,46-60,Other,Asia,Groceries,4704.44,605.3,19-06-2024,0.09,Debit Card,Platinum,3.8
550,Laurie Reese,36-45,Male,Europe,Groceries,344.21,945.77,28-08-2024,1.45,Digital Wallet,Bronze,1.2
551,Kyle Moore,60+,Female,Australia,Toys,1990.07,887.24,06-10-2024,3.27,Cash,Gold,4.1
552,Dr. Erika Taylor,60+,Other,Africa,Electronics,4605.15,753.58,18-01-2024,3.91,Digital Wallet,Platinum,3.5
553,Anna Stone,60+,Other,Europe,Clothing,4961.02,406.54,10-09-2024,24.73,Bank Transfer,Bronze,1.8
554,Stacey Pearson,60+,Female,Europe,Sports,2971.86,497.88,27-05-2024,13.48,Bank Transfer,Silver,3
555,Ebony Miller,18-25,Female,Asia,Toys,3701.65,69.14,20-03-2024,16.34,Cash,Platinum,2.9
556,Matthew Smith,36-45,Female,Europe,Furniture,4666.58,828.38,27-07-2024,12.05,Digital Wallet,Silver,3.2
557,Erin Johnson,46-60,Male,Australia,Electronics,2491.56,506.2,16-01-2024,17.11,Digital Wallet,Silver,1.1
558,Sara Fuller,46-60,Female,North America,Sports,1981.96,1428.26,27-03-2024,9.36,Bank Transfer,Gold,3
559,William Allen,36-45,Male,North America,Books,4339.95,717.87,07-06-2024,7.49,Debit Card,Platinum,4.6
560,Christine Howard,60+,Male,Asia,Groceries,3660.01,184.73,09-08-2024,17.62,Digital Wallet,Gold,3.6
561,Thomas Todd,60+,Other,Australia,Furniture,3479.11,1445.52,08-04-2024,5.3,Debit Card,Platinum,2.1
562,Jeffery Lopez,36-45,Female,Asia,Clothing,960.08,1013.51,16-05-2024,14.66,Digital Wallet,Gold,2.6
563,Joel Allen,36-45,Female,North America,Furniture,4118.2,1198.08,12-08-2024,7.94,Debit Card,Gold,1
564,Linda Mathis,36-45,Female,Australia,Books,2648.46,452.25,14-06-2024,27.01,Digital Wallet,Silver,1.9
565,Andrew Jones,26-35,Other,Africa,Furniture,4267.91,7.32,21-07-2024,2.41,Cash,Gold,4.6
566,Edwin French,60+,Other,Australia,Books,955.29,1279.72,20-02-2024,10.21,Debit Card,Gold,1.7
567,Marie Cook,36-45,Other,North America,Toys,2440.1,969.93,23-01-2024,20.89,Debit Card,Bronze,1.6
568,April Franklin,26-35,Female,Asia,Furniture,4833.69,1162.06,15-09-2024,1.42,Cash,Bronze,2.2
569,Anthony Hansen,18-25,Other,Australia,Toys,1308.42,1299.74,06-02-2024,28.21,Cash,Platinum,1.3
570,Isaiah Nguyen,46-60,Male,Australia,Furniture,3062.31,1306.54,20-06-2024,18.29,Digital Wallet,Platinum,2
571,Stephen Williams,26-35,Female,Africa,Furniture,2615.01,129.97,02-10-2024,25.18,Bank Transfer,Silver,1.8
572,Susan Cummings,60+,Female,Asia,Toys,3427.24,736.15,03-08-2024,20.7,Digital Wallet,Bronze,2.8
573,Christine Carter,26-35,Male,Africa,Clothing,2828.74,900.9,03-06-2024,0.33,Cash,Gold,2.3
574,Beth Walter,18-25,Female,Africa,Toys,453.97,1430.19,22-02-2024,4.82,Bank Transfer,Silver,2.4
575,Misty Avila,46-60,Other,Australia,Electronics,4126.43,621.91,20-11-2024,8.36,Digital Wallet,Bronze,2
576,Dwayne Cohen,60+,Other,Australia,Books,1225.91,392.28,31-03-2024,21.31,Cash,Bronze,3.4
577,Matthew Brown,18-25,Female,Africa,Electronics,2914.84,328.3,15-10-2024,20.71,Debit Card,Platinum,3.2
578,Sandra Hall,18-25,Female,North America,Groceries,1150.38,369.2,23-05-2024,24.7,Credit Card,Platinum,3.8
579,Kristy Crawford,60+,Other,Asia,Groceries,794.54,429.23,13-10-2024,3.81,Debit Card,Gold,1.6
580,Steven Sherman,36-45,Other,Europe,Clothing,713.86,48.67,10-11-2024,20.62,Cash,Silver,4.4
581,Chad Hughes MD,46-60,Female,Asia,Groceries,1925.49,269.08,16-01-2024,1.47,Cash,Bronze,2.2
582,Mark Hoffman,36-45,Male,North America,Electronics,1947.87,64.96,07-06-2024,4.24,Digital Wallet,Silver,1.9
583,Gina Powell,46-60,Other,Europe,Groceries,3032.56,109.57,31-05-2024,25.67,Debit Card,Bronze,1.5
584,Lance Krause,18-25,Female,Europe,Toys,2720.16,498.86,17-04-2024,2.72,Credit Card,Gold,3.5
585,Maureen Wilson,18-25,Female,Asia,Electronics,4527.02,1150.8,16-04-2024,12.43,Digital Wallet,Gold,2.4
586,Karen Mckenzie,36-45,Female,Africa,Sports,1710.01,906.22,12-11-2024,22.59,Bank Transfer,Platinum,1.4
587,Elizabeth Mitchell,46-60,Female,Asia,Furniture,3473.38,909.13,21-01-2024,14.3,Digital Wallet,Silver,4.2
588,William Ford,26-35,Other,Africa,Electronics,2750.6,499.97,10-05-2024,16.32,Bank Transfer,Bronze,4.3
589,Bonnie Liu,26-35,Other,North America,Clothing,1497.83,1378.26,23-09-2024,26.77,Credit Card,Bronze,1.4
590,Scott Richard,46-60,Other,Europe,Groceries,2594.77,134.41,10-10-2024,23.62,Debit Card,Gold,1.4
591,Stacey Hinton,60+,Other,Africa,Clothing,1549.82,1124.86,06-09-2024,2.89,Debit Card,Silver,2
592,Joshua Mcdaniel,18-25,Other,Australia,Clothing,3186.59,955.58,05-12-2024,1.16,Digital Wallet,Bronze,4.5
593,Jennifer Gardner,46-60,Female,Australia,Clothing,4178.48,567.34,19-07-2024,17.6,Cash,Silver,3
594,Henry Lewis,26-35,Female,Australia,Clothing,3187.86,1455.52,08-05-2024,2.95,Digital Wallet,Gold,4.4
595,Jeremy Barker,46-60,Female,Africa,Books,475.92,571.55,19-10-2024,22.63,Credit Card,Silver,3.5
596,Nicole Reid,18-25,Other,Africa,Groceries,820.09,919.04,04-03-2024,24.89,Digital Wallet,Bronze,1.2
597,Taylor Schmidt,26-35,Other,Australia,Groceries,2038.86,27.06,23-10-2024,24.64,Bank Transfer,Gold,4.7
598,Justin Shah,26-35,Male,Asia,Electronics,3537.74,303.26,07-10-2024,8.59,Digital Wallet,Platinum,4
599,David Owen,26-35,Male,Australia,Toys,474.93,361.54,25-09-2024,7.04,Debit Card,Gold,3.3
600,Mary Benitez,26-35,Female,Asia,Groceries,2618.83,1422.31,28-02-2024,26.94,Debit Card,Silver,4.4
601,Dennis Butler,36-45,Other,Australia,Furniture,2785.07,160.3,16-09-2024,9.26,Debit Card,Silver,4.8
602,Eric Anderson,46-60,Male,Africa,Groceries,1330.95,1191.92,24-06-2024,8.3,Credit Card,Silver,1.2
603,James Chavez,46-60,Male,Europe,Clothing,4311.88,1141.04,14-10-2024,23.83,Digital Wallet,Bronze,1.8
604,Blake Solis,18-25,Other,Africa,Books,1915.77,1138.42,11-03-2024,28.59,Cash,Gold,1.6
605,Martin Jackson,26-35,Other,Africa,Furniture,3998.1,1091.26,18-07-2024,13.44,Bank Transfer,Bronze,2.6
606,Elizabeth Lee,36-45,Female,Australia,Sports,4427.62,562.91,24-11-2024,0.82,Credit Card,Silver,3.2
607,Brett Castro,26-35,Male,North America,Electronics,2489.42,439.14,12-06-2024,13.36,Credit Card,Silver,3
608,Robert Weiss,26-35,Female,North America,Clothing,418.34,156.81,04-02-2024,9.73,Cash,Platinum,2
609,Andrew Nelson,36-45,Other,North America,Furniture,1572.77,862.6,03-08-2024,18.58,Digital Wallet,Platinum,1.8
610,Christina Herrera,36-45,Other,Africa,Electronics,3271.52,1236.02,23-10-2024,7.54,Credit Card,Silver,2.3
611,Cynthia Greene,36-45,Other,Europe,Electronics,910.17,268.18,04-07-2024,20.82,Debit Card,Gold,1.2
612,Patrick Williams,26-35,Female,Europe,Clothing,1739.48,1358.77,22-02-2024,20.38,Bank Transfer,Silver,4.2
613,Peter Harris,18-25,Other,North America,Groceries,378.57,1402.91,10-11-2024,19.85,Bank Transfer,Bronze,2.3
614,Robert Lin,46-60,Female,Asia,Toys,4905.2,451.2,28-05-2024,3.61,Bank Transfer,Bronze,4.9
615,Joshua Rivas,46-60,Female,Australia,Furniture,2127.77,206.61,21-11-2024,5.65,Bank Transfer,Gold,4.1
616,Linda Pittman,26-35,Female,North America,Furniture,739.57,1004.48,25-11-2024,21.53,Credit Card,Gold,4.8
617,Mary Martin,26-35,Female,Africa,Books,1845.08,1141.33,02-03-2024,3.38,Cash,Platinum,4.6
618,Christina Hart,60+,Other,North America,Electronics,2176.44,1396.07,12-09-2024,7.82,Bank Transfer,Gold,4.8
619,Jeremy Johnson,36-45,Male,Africa,Books,630.06,976.46,13-12-2024,0.6,Bank Transfer,Silver,3.9
620,Jackie Barber,46-60,Male,North America,Toys,2561.56,1122.75,09-04-2024,27.44,Digital Wallet,Bronze,4.2
621,Kayla Cummings MD,46-60,Female,Africa,Electronics,2579.92,1022.1,01-12-2024,18.71,Debit Card,Bronze,4.2
622,Charles Price,46-60,Female,Asia,Toys,324.79,1263,17-04-2024,25.64,Digital Wallet,Silver,1.6
623,Andrea Henson DDS,60+,Other,Asia,Toys,4648.94,737.7,26-04-2024,22.6,Digital Wallet,Platinum,1.7
624,Thomas Blake,46-60,Other,North America,Furniture,4431.15,992.99,20-01-2024,15.66,Debit Card,Gold,4.5
625,Courtney Garcia,46-60,Male,Africa,Groceries,1965.69,88.7,02-05-2024,10.75,Digital Wallet,Gold,5
626,Johnny Lee,36-45,Female,Europe,Furniture,39.23,679.57,13-11-2024,24.58,Digital Wallet,Platinum,3.9
627,Richard Ortega,46-60,Female,Europe,Electronics,4626.67,478.32,16-07-2024,21.8,Credit Card,Gold,4
628,Margaret Guzman,60+,Other,Europe,Clothing,870.83,870.92,30-03-2024,5.37,Bank Transfer,Bronze,3.4
629,Cindy Watkins,36-45,Other,Australia,Clothing,4892.95,791.22,06-05-2024,8.28,Bank Transfer,Bronze,3.5
630,Theresa Sanchez,46-60,Other,Africa,Sports,1424.2,330.42,18-05-2024,6.68,Bank Transfer,Bronze,2.6
631,Karen Crawford,36-45,Other,Australia,Clothing,3501.02,422.22,23-07-2024,10.27,Debit Card,Bronze,2.8
632,Nichole Richardson,26-35,Female,Europe,Groceries,165.42,1365.86,11-03-2024,3.37,Credit Card,Gold,3
633,Donna Reynolds,26-35,Male,Australia,Electronics,2102.25,406.11,16-09-2024,2.52,Credit Card,Silver,3.4
634,Megan Rivera,46-60,Male,Asia,Sports,2210.76,959.21,10-06-2024,2.71,Debit Card,Gold,3.2
635,Diana Hamilton,60+,Other,Asia,Toys,3216.59,260.95,29-03-2024,27.45,Debit Card,Bronze,5
636,Shawn Martin,18-25,Female,Australia,Clothing,3395.02,67.44,23-05-2024,28.92,Cash,Platinum,2.9
637,Erin Stanley,18-25,Male,North America,Books,4742.52,447.86,04-04-2024,3.79,Credit Card,Platinum,1.9
638,Christopher Rubio,36-45,Male,Europe,Clothing,2994.11,319.09,03-01-2024,15.49,Bank Transfer,Gold,2.9
639,Cheryl Middleton,60+,Male,Africa,Electronics,1054.38,1138.31,20-06-2024,19.63,Cash,Silver,3.4
640,Jared Phillips,18-25,Female,Europe,Clothing,1060.09,245.35,15-12-2024,2.76,Bank Transfer,Gold,2.1
641,Robert Ford,46-60,Male,Asia,Groceries,890.41,1369.65,25-06-2024,3.42,Cash,Silver,2.4
642,Valerie Marshall,26-35,Other,Europe,Furniture,3857.48,186.15,05-04-2024,24.39,Digital Wallet,Bronze,2.4
643,Loretta Bennett,60+,Other,Africa,Furniture,4539.43,166.83,24-07-2024,20.89,Debit Card,Silver,3.5
644,Thomas Sandoval,36-45,Other,Asia,Books,4377.82,111.12,13-11-2024,19.73,Digital Wallet,Silver,3.6
645,Patrick Porter,46-60,Other,Asia,Clothing,1799.25,453.38,02-11-2024,10.18,Debit Card,Gold,3.2
646,Debbie Deleon,46-60,Female,Australia,Books,1782.36,1062,24-06-2024,26.73,Cash,Platinum,4.9
647,Henry Cowan,26-35,Male,Asia,Sports,3339.95,1479.32,17-08-2024,4.29,Cash,Gold,3.3
648,Brian Christian,60+,Male,Europe,Furniture,1438.53,156.96,04-02-2024,4.15,Cash,Platinum,4.8
649,Sarah Le,36-45,Female,Europe,Toys,1930.66,971.95,18-01-2024,17.57,Bank Transfer,Gold,3.2
650,Martin Pennington,36-45,Male,Africa,Furniture,4573.97,691.25,06-09-2024,1.65,Bank Transfer,Bronze,3.3
651,Savannah Palmer,46-60,Other,North America,Furniture,3828.02,1420.56,03-09-2024,17.22,Bank Transfer,Gold,4.4
652,Edwin Mason,26-35,Other,Australia,Clothing,1852.51,20.95,13-12-2024,10.69,Bank Transfer,Platinum,1.3
653,Jessica Weiss,60+,Female,North America,Sports,2211.95,1491.58,05-05-2024,4.33,Debit Card,Gold,2.6
654,Erica Alvarez,60+,Female,Europe,Furniture,441.08,84.9,29-06-2024,1.85,Credit Card,Bronze,3
655,Sarah Rodgers,46-60,Female,Europe,Clothing,3734.08,822.7,26-01-2024,10.27,Digital Wallet,Bronze,2.4
656,Robert Stafford,36-45,Male,North America,Clothing,2989.38,1179.21,05-06-2024,6.16,Debit Card,Gold,1.2
657,Brooke Benjamin,46-60,Female,Asia,Groceries,4173.3,909.97,28-02-2024,29.85,Cash,Platinum,2.5
658,Dana Wood,46-60,Male,Europe,Clothing,3589.28,1411.61,25-07-2024,15.29,Bank Transfer,Silver,3.3
659,Nicole Kirk,46-60,Other,Africa,Sports,3767.33,798.6,03-07-2024,4.49,Cash,Bronze,2.8
660,David Soto,46-60,Female,Europe,Groceries,4677.76,1220.9,30-03-2024,13.75,Debit Card,Bronze,5
661,Michelle Mcdaniel,26-35,Female,Europe,Books,3914.88,138.9,10-03-2024,6.51,Bank Transfer,Silver,3.4
662,Steven Sanford,26-35,Female,Europe,Books,4497.86,1497.19,12-11-2024,25.31,Debit Card,Platinum,1.2
663,Julia Davenport,26-35,Other,Australia,Toys,4419.87,124.81,11-08-2024,13.04,Debit Card,Bronze,3.6
664,Mark Johnson,26-35,Female,Asia,Sports,3338.67,320.44,29-05-2024,13.88,Credit Card,Silver,3
665,Mrs. Rebecca Rodriguez,46-60,Other,Europe,Electronics,4766.06,171.22,05-03-2024,17.39,Debit Card,Platinum,3.4
666,Terry Frost,18-25,Female,Europe,Furniture,1471.47,1108.17,14-07-2024,1.99,Credit Card,Bronze,4
667,Tom Smith,18-25,Female,North America,Clothing,49.63,334.06,19-11-2024,24.73,Credit Card,Platinum,3.5
668,Rose Ramos PhD,36-45,Other,Europe,Clothing,2940.48,405.87,12-10-2024,19.33,Bank Transfer,Platinum,1.7
669,Steve Gardner,36-45,Other,North America,Books,598.18,276.26,14-12-2024,5.76,Cash,Bronze,3.6
670,Antonio Figueroa,26-35,Female,Australia,Sports,4612.38,561.79,13-05-2024,25.77,Credit Card,Platinum,2.9
671,Frank Lee,18-25,Male,Australia,Clothing,328.6,146.78,12-01-2024,4.43,Digital Wallet,Platinum,1.6
672,Melissa Edwards,46-60,Other,North America,Furniture,1340.46,583.75,18-06-2024,28.72,Digital Wallet,Bronze,4.5
673,Rebecca Kelly,18-25,Other,Europe,Sports,3684.78,1238.03,13-03-2024,12.42,Digital Wallet,Gold,3.3
674,Michelle Flowers,26-35,Female,Europe,Toys,709.44,830.92,20-03-2024,7.81,Digital Wallet,Platinum,4.5
675,Taylor Small,26-35,Male,Europe,Furniture,716.44,1147.44,13-12-2024,4.39,Bank Transfer,Bronze,3.8
676,Jennifer Lopez,36-45,Other,North America,Toys,269.17,1028.75,13-11-2024,10.99,Digital Wallet,Bronze,2.8
677,Manuel Morales,26-35,Female,Europe,Furniture,3855.32,8.62,12-04-2024,18.63,Cash,Gold,2.3
678,Robert Mcbride,26-35,Female,Australia,Sports,2690.92,1318.92,18-02-2024,17.77,Bank Transfer,Gold,4
679,Barbara Foster,60+,Male,Asia,Groceries,1568.6,1255.87,09-11-2024,5.99,Debit Card,Gold,2
680,Tammie Leach,36-45,Female,Africa,Groceries,4822.1,900.99,13-07-2024,8.66,Debit Card,Silver,2.1
681,Natalie Garrett,46-60,Other,Asia,Furniture,1897.73,463.43,24-09-2024,22.2,Bank Transfer,Silver,3.7
682,George Mcmahon,26-35,Male,North America,Clothing,473.99,626.77,12-05-2024,19.17,Debit Card,Silver,2.1
683,Cindy Ramirez,18-25,Other,Europe,Books,3646.07,979.26,06-01-2024,11.3,Bank Transfer,Platinum,1
684,Lisa Boyd,60+,Other,Europe,Furniture,895.34,66.92,31-01-2024,5.86,Digital Wallet,Bronze,3.3
685,Kyle Thomas,36-45,Male,North America,Groceries,2749.91,1486.88,23-03-2024,6.54,Digital Wallet,Gold,1.4
686,Aaron Fisher,60+,Male,North America,Toys,4956.85,327.97,25-06-2024,0.71,Debit Card,Platinum,2.1
687,Brittney Castro,46-60,Male,Europe,Clothing,807.36,250.06,22-02-2024,25.65,Digital Wallet,Platinum,2.3
688,Elizabeth Hernandez,36-45,Female,North America,Sports,3485.85,432.15,31-01-2024,3.33,Credit Card,Gold,1.5
689,Mr. Larry Gilmore,26-35,Female,Asia,Clothing,354.43,96.05,25-09-2024,26.37,Cash,Silver,1.8
